,invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
3662,I180984,C798154,Clothing,3,900.24,29-12-2022,Metropol AVM
3663,I327337,C262603,Books,5,75.75,12-01-2023,Kanyon
3664,I128465,C281398,Clothing,1,300.08,18-05-2022,Mall of Istanbul
3665,I196941,C282400,Cosmetics,1,40.66,24-02-2023,Forum Istanbul
3666,I186876,C333375,Clothing,2,600.16,04-09-2022,Metropol AVM
3667,I249154,C500958,Books,2,30.3,22-08-2022,Forum Istanbul
3668,I275670,C115590,Clothing,2,600.16,09-01-2023,Metropol AVM
3669,I830007,C303487,Food & Beverage,5,26.15,03-05-2022,Kanyon
3670,I129730,C102259,Clothing,2,600.16,13-03-2021,Istinye Park
3671,I266406,C397647,Food & Beverage,1,5.23,12-02-2021,Metropol AVM
3672,I334373,C401641,Cosmetics,2,81.32,01-07-2021,Kanyon
3673,I290546,C299926,Food & Beverage,4,20.92,08-03-2022,Metropol AVM
3674,I267553,C153677,Souvenir,4,46.92,18-01-2023,Metrocity
3675,I290741,C819584,Clothing,1,300.08,15-07-2022,Istinye Park
3676,I236815,C302290,Food & Beverage,5,26.15,23-09-2021,Kanyon
3677,I127562,C224186,Clothing,3,900.24,04-03-2021,Metrocity
3678,I240177,C183066,Clothing,1,300.08,18-04-2022,Mall of Istanbul
3679,I774205,C219384,Toys,2,71.68,07-11-2021,Istinye Park
3680,I213483,C109748,Shoes,2,1200.34,21-11-2021,Kanyon
3681,I301032,C444321,Clothing,4,1200.32,05-07-2022,Mall of Istanbul
3682,I548921,C549441,Food & Beverage,4,20.92,06-02-2023,Emaar Square Mall
3683,I128723,C194170,Shoes,1,600.17,08-11-2022,Istinye Park
3684,I101083,C165321,Clothing,3,900.24,04-02-2021,Kanyon
3685,I260973,C100159,Toys,5,179.2,24-02-2022,Mall of Istanbul
3686,I234437,C261216,Food & Beverage,3,15.69,26-09-2022,Metrocity
3687,I334652,C275177,Cosmetics,3,121.98,12-11-2022,Metrocity
3688,I286575,C137009,Souvenir,3,35.19,01-02-2021,Mall of Istanbul
3689,I101133,C270664,Clothing,2,600.16,22-01-2022,Kanyon
3690,I682596,C189932,Toys,5,179.2,30-11-2022,Istinye Park
3691,I161773,C442069,Shoes,2,1200.34,27-07-2021,Kanyon
3692,I969458,C112802,Cosmetics,5,203.3,06-04-2022,Cevahir AVM
3693,I297384,C296360,Cosmetics,4,162.64,06-03-2021,Metrocity
3694,I119576,C142794,Cosmetics,3,121.98,02-09-2021,Mall of Istanbul
3695,I206688,C224574,Shoes,2,1200.34,29-10-2021,Mall of Istanbul
3696,I263098,C239689,Technology,1,1050.0,05-02-2022,Mall of Istanbul
3697,I278339,C283953,Toys,3,107.52,19-06-2021,Metropol AVM
3698,I289287,C798023,Food & Beverage,3,15.69,08-11-2022,Metrocity
3699,I313868,C122179,Cosmetics,5,203.3,09-10-2021,Mall of Istanbul
3700,I180090,C144227,Food & Beverage,4,20.92,11-07-2022,Istinye Park
3701,I318154,C617474,Food & Beverage,1,5.23,30-11-2021,Istinye Park
3702,I102162,C274417,Food & Beverage,3,15.69,12-02-2023,Metropol AVM
3703,I180666,C168940,Clothing,5,1500.4,26-02-2021,Istinye Park
3704,I205009,C303982,Cosmetics,4,162.64,07-03-2023,Kanyon
3705,I172175,C155781,Toys,2,71.68,13-10-2022,Metrocity
3706,I223863,C571990,Cosmetics,5,203.3,04-06-2021,Istinye Park
3707,I240627,C252022,Toys,3,107.52,01-07-2022,Mall of Istanbul
3708,I186298,C125552,Cosmetics,2,81.32,02-11-2021,Metrocity
3709,I167551,C152461,Technology,1,1050.0,19-05-2022,Emaar Square Mall
3710,I203033,C336729,Shoes,3,1800.51,22-07-2021,Mall of Istanbul
3711,I123297,C682196,Clothing,3,900.24,11-02-2023,Istinye Park
3712,I331084,C221310,Clothing,4,1200.32,04-03-2021,Viaport Outlet
3713,I959566,C271390,Books,3,45.45,05-01-2023,Mall of Istanbul
3714,I116624,C145405,Food & Beverage,5,26.15,19-07-2022,Metrocity
3715,I200469,C216714,Books,1,15.15,24-10-2021,Zorlu Center
3716,I123654,C295150,Cosmetics,2,81.32,23-08-2022,Metrocity
3717,I305859,C660237,Clothing,5,1500.4,20-01-2023,Kanyon
3718,I184056,C217501,Clothing,5,1500.4,24-05-2021,Mall of Istanbul
3719,I200289,C117185,Books,5,75.75,14-04-2021,Istinye Park
3720,I210186,C296402,Clothing,4,1200.32,08-02-2021,Zorlu Center
3721,I109064,C346876,Shoes,2,1200.34,24-04-2021,Forum Istanbul
3722,I139028,C285804,Toys,1,35.84,29-07-2021,Kanyon
3723,I139454,C142131,Clothing,3,900.24,03-06-2021,Emaar Square Mall
3724,I195208,C291401,Clothing,3,900.24,27-11-2021,Istinye Park
3725,I219079,C580773,Clothing,3,900.24,22-03-2022,Mall of Istanbul
3726,I690857,C246630,Souvenir,5,58.65,04-11-2022,Forum Istanbul
3727,I188753,C594670,Clothing,1,300.08,19-08-2022,Metropol AVM
3728,I297915,C741876,Shoes,4,2400.68,18-07-2021,Cevahir AVM
3729,I228415,C764138,Shoes,1,600.17,22-08-2022,Mall of Istanbul
3730,I425988,C286845,Cosmetics,3,121.98,28-03-2022,Metrocity
3731,I303863,C633424,Cosmetics,5,203.3,03-06-2021,Cevahir AVM
3732,I182618,C114812,Cosmetics,3,121.98,23-09-2021,Cevahir AVM
3733,I151488,C318329,Food & Beverage,2,10.46,28-10-2022,Cevahir AVM
3734,I338615,C522422,Souvenir,5,58.65,30-12-2021,Metropol AVM
3735,I306930,C166594,Souvenir,3,35.19,13-08-2022,Metrocity
3736,I132694,C238158,Food & Beverage,4,20.92,22-11-2022,Kanyon
3737,I245646,C301090,Souvenir,2,23.46,27-02-2021,Kanyon
3738,I316071,C328794,Clothing,4,1200.32,19-06-2021,Forum Istanbul
3739,I278554,C302057,Cosmetics,5,203.3,11-08-2021,Kanyon
3740,I284378,C513101,Clothing,1,300.08,12-06-2021,Zorlu Center
3741,I283992,C222937,Souvenir,3,35.19,22-01-2021,Metropol AVM
3742,I196380,C321824,Clothing,3,900.24,19-10-2021,Kanyon
3743,I302188,C306593,Clothing,1,300.08,28-03-2022,Mall of Istanbul
3744,I100663,C322131,Food & Beverage,5,26.15,26-09-2021,Mall of Istanbul
3745,I212761,C128585,Clothing,2,600.16,24-02-2023,Metropol AVM
3746,I296663,C801804,Clothing,2,600.16,19-01-2023,Metropol AVM
3747,I141122,C248838,Clothing,1,300.08,28-09-2021,Kanyon
3748,I229818,C314718,Clothing,4,1200.32,28-11-2021,Viaport Outlet
3749,I135205,C641797,Clothing,3,900.24,16-09-2022,Metropol AVM
3750,I614600,C148187,Cosmetics,2,81.32,15-03-2021,Istinye Park
3751,I319283,C193094,Clothing,4,1200.32,31-12-2021,Mall of Istanbul
3752,I697934,C675075,Technology,2,2100.0,07-09-2022,Mall of Istanbul
3753,I316228,C104942,Shoes,2,1200.34,17-02-2023,Metrocity
3754,I263207,C194351,Shoes,5,3000.85,04-08-2022,Mall of Istanbul
3755,I333984,C120739,Shoes,2,1200.34,15-06-2022,Metrocity
3756,I338218,C659024,Cosmetics,2,81.32,03-08-2021,Mall of Istanbul
3757,I244775,C250258,Cosmetics,2,81.32,03-12-2022,Metrocity
3758,I322051,C178512,Clothing,3,900.24,13-06-2021,Viaport Outlet
3759,I355236,C319598,Cosmetics,5,203.3,09-11-2021,Istinye Park
3760,I194394,C231734,Souvenir,3,35.19,19-11-2021,Kanyon
3761,I161581,C667350,Food & Beverage,2,10.46,01-12-2021,Metropol AVM
3762,I166250,C119046,Clothing,2,600.16,05-12-2021,Istinye Park
3763,I965361,C248893,Clothing,3,900.24,09-11-2022,Metropol AVM
3764,I286061,C316151,Technology,1,1050.0,26-09-2022,Forum Istanbul
3765,I260507,C151896,Clothing,5,1500.4,15-02-2021,Mall of Istanbul
3766,I298636,C268234,Clothing,4,1200.32,25-02-2022,Viaport Outlet
3767,I894502,C284259,Clothing,3,900.24,25-07-2021,Kanyon
3768,I233226,C149085,Shoes,4,2400.68,05-03-2023,Istinye Park
3769,I209413,C904771,Cosmetics,2,81.32,19-01-2022,Istinye Park
3770,I919536,C365166,Shoes,2,1200.34,04-07-2021,Zorlu Center
3771,I127088,C305289,Clothing,3,900.24,26-02-2023,Istinye Park
3772,I301937,C121213,Clothing,2,600.16,26-03-2022,Metrocity
3773,I194762,C614313,Toys,4,143.36,22-04-2022,Istinye Park
3774,I133661,C284314,Shoes,2,1200.34,23-01-2023,Kanyon
3775,I137063,C335133,Clothing,3,900.24,11-03-2022,Emaar Square Mall
3776,I878054,C238897,Clothing,5,1500.4,14-02-2023,Kanyon
3777,I677806,C232385,Cosmetics,4,162.64,10-07-2021,Istinye Park
3778,I182607,C137108,Cosmetics,4,162.64,16-07-2021,Viaport Outlet
3779,I161622,C324012,Toys,1,35.84,07-09-2021,Kanyon
3780,I694501,C199490,Clothing,4,1200.32,20-03-2021,Metrocity
3781,I248578,C160685,Food & Beverage,5,26.15,24-09-2021,Mall of Istanbul
3782,I309952,C203080,Toys,3,107.52,06-07-2022,Metrocity
3783,I469658,C947251,Food & Beverage,5,26.15,05-05-2021,Metropol AVM
3784,I117380,C307201,Cosmetics,3,121.98,09-03-2022,Forum Istanbul
3785,I166443,C292690,Clothing,3,900.24,01-02-2021,Istinye Park
3786,I175055,C215558,Cosmetics,5,203.3,31-07-2021,Metropol AVM
3787,I460840,C332361,Clothing,5,1500.4,24-04-2021,Emaar Square Mall
3788,I263088,C283758,Clothing,3,900.24,25-09-2021,Mall of Istanbul
3789,I292607,C141080,Books,3,45.45,27-07-2022,Mall of Istanbul
3790,I224224,C214137,Souvenir,3,35.19,07-07-2022,Mall of Istanbul
3791,I276974,C633760,Toys,4,143.36,01-09-2021,Metropol AVM
3792,I312466,C139574,Clothing,4,1200.32,22-09-2021,Kanyon
3793,I720616,C295083,Toys,3,107.52,01-03-2023,Metropol AVM
3794,I226732,C247743,Cosmetics,3,121.98,06-12-2021,Metropol AVM
3795,I324598,C591468,Cosmetics,5,203.3,30-07-2022,Kanyon
3796,I417236,C250482,Souvenir,1,11.73,14-11-2021,Mall of Istanbul
3797,I145305,C760404,Shoes,1,600.17,08-04-2021,Emaar Square Mall
3798,I224917,C268028,Books,4,60.6,12-02-2023,Metrocity
3799,I155993,C184140,Cosmetics,1,40.66,16-09-2022,Viaport Outlet
3800,I790600,C299548,Cosmetics,2,81.32,16-08-2022,Forum Istanbul
3801,I366168,C174628,Cosmetics,5,203.3,09-06-2022,Kanyon
3802,I278548,C281862,Clothing,1,300.08,27-09-2022,Kanyon
3803,I202697,C966991,Clothing,2,600.16,24-02-2021,Mall of Istanbul
3804,I172725,C183190,Cosmetics,1,40.66,20-03-2021,Kanyon
3805,I306740,C128367,Clothing,2,600.16,05-06-2022,Istinye Park
3806,I306408,C247436,Clothing,3,900.24,08-07-2022,Forum Istanbul
3807,I202332,C964464,Food & Beverage,5,26.15,22-08-2021,Kanyon
3808,I147750,C286502,Technology,1,1050.0,09-12-2022,Emaar Square Mall
3809,I274315,C176815,Clothing,4,1200.32,07-11-2021,Kanyon
3810,I842347,C333610,Shoes,1,600.17,22-06-2022,Metropol AVM
3811,I137131,C248803,Clothing,2,600.16,12-11-2021,Emaar Square Mall
3812,I299866,C336391,Food & Beverage,5,26.15,25-07-2022,Kanyon
3813,I270175,C163200,Souvenir,4,46.92,26-02-2022,Forum Istanbul
3814,I535919,C167100,Toys,5,179.2,10-01-2022,Metropol AVM
3815,I178419,C206491,Shoes,3,1800.51,01-06-2021,Istinye Park
3816,I312304,C119279,Toys,5,179.2,25-01-2023,Forum Istanbul
3817,I177478,C124441,Clothing,2,600.16,08-09-2022,Metrocity
3818,I265565,C303188,Clothing,1,300.08,01-08-2022,Kanyon
3819,I207429,C186905,Technology,1,1050.0,02-07-2021,Mall of Istanbul
3820,I122783,C264562,Food & Beverage,2,10.46,25-07-2021,Kanyon
3821,I144789,C128274,Souvenir,5,58.65,15-09-2021,Mall of Istanbul
3822,I212421,C208353,Toys,2,71.68,16-01-2021,Istinye Park
3823,I993488,C306117,Food & Beverage,1,5.23,03-07-2021,Forum Istanbul
3824,I337227,C764522,Clothing,1,300.08,12-01-2021,Istinye Park
3825,I170880,C804376,Food & Beverage,5,26.15,12-06-2021,Kanyon
3826,I296071,C142816,Clothing,5,1500.4,22-06-2021,Mall of Istanbul
3827,I112973,C218951,Food & Beverage,3,15.69,22-01-2023,Kanyon
3828,I296899,C760803,Shoes,5,3000.85,21-03-2021,Kanyon
3829,I264261,C161127,Clothing,3,900.24,19-07-2022,Istinye Park
3830,I195723,C187075,Food & Beverage,2,10.46,29-11-2021,Istinye Park
3831,I373839,C414808,Food & Beverage,4,20.92,03-03-2022,Cevahir AVM
3832,I166617,C335092,Food & Beverage,5,26.15,02-08-2022,Cevahir AVM
3833,I192171,C298261,Clothing,4,1200.32,18-01-2021,Kanyon
3834,I426858,C136196,Cosmetics,3,121.98,11-02-2023,Forum Istanbul
3835,I105641,C270742,Food & Beverage,4,20.92,15-07-2021,Kanyon
3836,I288681,C260142,Clothing,4,1200.32,22-01-2022,Istinye Park
3837,I115006,C328582,Food & Beverage,4,20.92,28-02-2022,Kanyon
3838,I430525,C658907,Food & Beverage,2,10.46,08-10-2021,Kanyon
3839,I274076,C318544,Food & Beverage,4,20.92,25-03-2022,Forum Istanbul
3840,I116479,C338698,Food & Beverage,3,15.69,21-02-2022,Mall of Istanbul
3841,I231445,C146510,Clothing,5,1500.4,21-08-2021,Metropol AVM
3842,I204941,C201156,Souvenir,3,35.19,17-03-2021,Mall of Istanbul
3843,I130750,C498989,Toys,5,179.2,14-02-2023,Forum Istanbul
3844,I234591,C442944,Technology,1,1050.0,03-05-2022,Kanyon
3845,I249317,C137468,Clothing,4,1200.32,11-02-2021,Mall of Istanbul
3846,I178408,C237980,Clothing,3,900.24,20-02-2023,Mall of Istanbul
3847,I145957,C708510,Clothing,4,1200.32,26-09-2021,Cevahir AVM
3848,I116672,C145626,Clothing,3,900.24,03-01-2021,Mall of Istanbul
3849,I274148,C176425,Food & Beverage,1,5.23,04-02-2022,Metrocity
3850,I154721,C150058,Cosmetics,5,203.3,01-10-2021,Metrocity
3851,I107188,C159297,Food & Beverage,4,20.92,17-12-2022,Istinye Park
3852,I100735,C107829,Souvenir,4,46.92,02-02-2022,Metropol AVM
3853,I175130,C715295,Food & Beverage,3,15.69,21-01-2023,Mall of Istanbul
3854,I630852,C240339,Food & Beverage,2,10.46,14-12-2022,Forum Istanbul
3855,I259277,C355612,Toys,3,107.52,11-08-2021,Metrocity
3856,I271769,C248629,Cosmetics,5,203.3,03-02-2023,Mall of Istanbul
3857,I253375,C121526,Shoes,5,3000.85,29-12-2022,Metrocity
3858,I314355,C126815,Souvenir,3,35.19,09-07-2021,Zorlu Center
3859,I108644,C296713,Clothing,5,1500.4,27-01-2023,Kanyon
3860,I168850,C573013,Souvenir,1,11.73,01-03-2022,Viaport Outlet
3861,I313080,C592075,Cosmetics,5,203.3,21-09-2022,Kanyon
3862,I316612,C449777,Clothing,3,900.24,19-08-2021,Metropol AVM
3863,I543223,C218752,Books,4,60.6,03-12-2022,Mall of Istanbul
3864,I262655,C966142,Shoes,2,1200.34,31-12-2021,Istinye Park
3865,I167458,C213737,Books,4,60.6,12-01-2021,Kanyon
3866,I156765,C267721,Cosmetics,3,121.98,22-11-2022,Metrocity
3867,I115102,C106131,Cosmetics,3,121.98,13-12-2021,Metrocity
3868,I224078,C860512,Books,2,30.3,05-10-2022,Zorlu Center
3869,I225492,C296620,Clothing,2,600.16,07-03-2021,Istinye Park
3870,I330119,C104500,Souvenir,5,58.65,15-06-2022,Kanyon
3871,I200408,C210824,Souvenir,3,35.19,06-01-2022,Cevahir AVM
3872,I147656,C281073,Clothing,3,900.24,16-01-2023,Metrocity
3873,I258456,C105860,Shoes,2,1200.34,11-04-2021,Metropol AVM
3874,I959282,C176925,Clothing,2,600.16,13-06-2021,Mall of Istanbul
3875,I332330,C260817,Souvenir,4,46.92,29-10-2022,Viaport Outlet
3876,I218263,C130755,Technology,5,5250.0,05-11-2022,Istinye Park
3877,I311770,C142151,Shoes,5,3000.85,05-06-2022,Cevahir AVM
3878,I128418,C184418,Technology,5,5250.0,22-12-2022,Metrocity
3879,I337570,C142039,Clothing,5,1500.4,24-06-2022,Istinye Park
3880,I268982,C225328,Clothing,4,1200.32,14-01-2021,Kanyon
3881,I316950,C323041,Clothing,4,1200.32,12-06-2021,Mall of Istanbul
3882,I199844,C309733,Cosmetics,5,203.3,08-03-2022,Kanyon
3883,I123998,C149102,Cosmetics,4,162.64,10-06-2021,Metropol AVM
3884,I332242,C269392,Technology,3,3150.0,20-03-2021,Zorlu Center
3885,I370998,C690728,Clothing,1,300.08,31-05-2021,Mall of Istanbul
3886,I723638,C739178,Clothing,2,600.16,25-08-2021,Kanyon
3887,I909616,C311597,Food & Beverage,5,26.15,25-01-2022,Viaport Outlet
3888,I135195,C268128,Clothing,4,1200.32,28-10-2022,Mall of Istanbul
3889,I179482,C230703,Food & Beverage,2,10.46,12-07-2021,Kanyon
3890,I924055,C267550,Food & Beverage,4,20.92,15-08-2021,Mall of Istanbul
3891,I217008,C153747,Clothing,3,900.24,03-05-2021,Emaar Square Mall
3892,I261686,C447442,Food & Beverage,4,20.92,24-03-2022,Kanyon
3893,I133449,C834188,Food & Beverage,5,26.15,14-09-2022,Metrocity
3894,I109582,C276803,Clothing,2,600.16,25-03-2021,Istinye Park
3895,I260132,C187351,Cosmetics,1,40.66,14-09-2022,Metropol AVM
3896,I154619,C114323,Toys,1,35.84,10-03-2021,Mall of Istanbul
3897,I114236,C307404,Food & Beverage,4,20.92,06-08-2022,Metrocity
3898,I292633,C144402,Clothing,3,900.24,06-08-2021,Kanyon
3899,I918446,C145760,Cosmetics,5,203.3,04-03-2022,Viaport Outlet
3900,I201021,C151560,Food & Beverage,1,5.23,28-04-2022,Kanyon
3901,I167153,C818592,Clothing,2,600.16,08-10-2021,Istinye Park
3902,I306362,C113306,Clothing,4,1200.32,06-11-2021,Istinye Park
3903,I159872,C335564,Clothing,4,1200.32,02-04-2022,Metrocity
3904,I447197,C602930,Books,3,45.45,10-01-2021,Metrocity
3905,I657827,C287708,Toys,5,179.2,27-10-2022,Viaport Outlet
3906,I972825,C299423,Clothing,2,600.16,02-04-2021,Kanyon
3907,I182543,C283686,Souvenir,5,58.65,15-04-2022,Forum Istanbul
3908,I282422,C371811,Clothing,2,600.16,17-02-2021,Istinye Park
3909,I309692,C159916,Shoes,5,3000.85,01-04-2021,Emaar Square Mall
3910,I227160,C428427,Clothing,3,900.24,10-08-2022,Cevahir AVM
3911,I502659,C210958,Technology,2,2100.0,19-06-2022,Mall of Istanbul
3912,I197185,C148253,Food & Beverage,3,15.69,10-09-2021,Cevahir AVM
3913,I338863,C119914,Clothing,2,600.16,13-11-2021,Mall of Istanbul
3914,I683611,C240040,Food & Beverage,5,26.15,02-06-2022,Metropol AVM
3915,I478540,C703353,Toys,1,35.84,03-02-2022,Cevahir AVM
3916,I182300,C145651,Clothing,4,1200.32,16-07-2022,Metropol AVM
3917,I356966,C279944,Clothing,3,900.24,26-06-2022,Mall of Istanbul
3918,I115528,C335808,Food & Beverage,2,10.46,16-08-2022,Metropol AVM
3919,I280426,C258000,Food & Beverage,3,15.69,06-12-2021,Metrocity
3920,I108780,C225218,Technology,1,1050.0,03-01-2023,Kanyon
3921,I854901,C559473,Shoes,2,1200.34,12-06-2022,Forum Istanbul
3922,I324203,C330112,Clothing,3,900.24,09-04-2022,Metropol AVM
3923,I267411,C197329,Shoes,2,1200.34,01-02-2021,Mall of Istanbul
3924,I741309,C303212,Food & Beverage,2,10.46,30-11-2022,Cevahir AVM
3925,I216045,C168612,Shoes,4,2400.68,24-01-2022,Metropol AVM
3926,I644610,C284251,Cosmetics,2,81.32,26-09-2021,Metropol AVM
3927,I289172,C181585,Clothing,2,600.16,06-06-2022,Metrocity
3928,I149631,C254024,Clothing,3,900.24,26-07-2022,Kanyon
3929,I323598,C109148,Shoes,1,600.17,02-03-2022,Metrocity
3930,I255845,C235496,Toys,1,35.84,07-05-2021,Metropol AVM
3931,I285428,C305425,Cosmetics,5,203.3,04-03-2022,Istinye Park
3932,I825913,C294849,Clothing,5,1500.4,26-10-2022,Mall of Istanbul
3933,I139213,C281360,Clothing,2,600.16,23-11-2022,Istinye Park
3934,I141788,C204233,Clothing,3,900.24,26-07-2021,Mall of Istanbul
3935,I569110,C741571,Toys,1,35.84,13-05-2022,Metrocity
3936,I310764,C272462,Clothing,1,300.08,28-07-2022,Metrocity
3937,I102721,C102359,Toys,3,107.52,09-07-2022,Metrocity
3938,I204158,C272998,Toys,1,35.84,22-11-2021,Viaport Outlet
3939,I733224,C318822,Clothing,3,900.24,02-06-2021,Metropol AVM
3940,I253706,C218834,Toys,2,71.68,27-08-2022,Mall of Istanbul
3941,I179058,C433955,Technology,4,4200.0,06-11-2021,Mall of Istanbul
3942,I221631,C194404,Clothing,5,1500.4,02-11-2022,Metropol AVM
3943,I338742,C156010,Toys,2,71.68,21-08-2021,Cevahir AVM
3944,I122485,C125048,Cosmetics,1,40.66,12-07-2021,Metrocity
3945,I331958,C316889,Food & Beverage,1,5.23,16-05-2021,Zorlu Center
3946,I826511,C324895,Shoes,4,2400.68,02-05-2021,Forum Istanbul
3947,I308519,C207786,Cosmetics,5,203.3,24-01-2023,Mall of Istanbul
3948,I137813,C137559,Food & Beverage,4,20.92,12-10-2022,Metropol AVM
3949,I134839,C245811,Food & Beverage,2,10.46,28-12-2021,Kanyon
3950,I339014,C128115,Food & Beverage,3,15.69,18-01-2022,Viaport Outlet
3951,I326773,C663082,Clothing,5,1500.4,26-04-2021,Kanyon
3952,I676953,C200083,Cosmetics,2,81.32,17-03-2021,Cevahir AVM
3953,I134148,C148545,Clothing,3,900.24,30-08-2021,Emaar Square Mall
3954,I274448,C288663,Food & Beverage,3,15.69,07-03-2023,Forum Istanbul
3955,I174241,C236494,Clothing,1,300.08,16-05-2022,Metrocity
3956,I766054,C165612,Clothing,4,1200.32,02-07-2021,Emaar Square Mall
3957,I250842,C278401,Toys,4,143.36,05-03-2022,Kanyon
3958,I161811,C242496,Food & Beverage,4,20.92,08-05-2021,Metropol AVM
3959,I317937,C229137,Clothing,3,900.24,26-07-2022,Forum Istanbul
3960,I386563,C258375,Clothing,1,300.08,05-09-2021,Mall of Istanbul
3961,I471551,C305472,Clothing,5,1500.4,17-07-2022,Emaar Square Mall
3962,I316056,C247455,Clothing,3,900.24,16-09-2022,Metrocity
3963,I205099,C918580,Toys,5,179.2,14-08-2022,Mall of Istanbul
3964,I391615,C219598,Shoes,3,1800.51,03-01-2023,Viaport Outlet
3965,I191678,C128475,Clothing,1,300.08,26-01-2023,Emaar Square Mall
3966,I197485,C762577,Clothing,3,900.24,03-02-2023,Kanyon
3967,I334902,C220825,Shoes,4,2400.68,21-06-2021,Istinye Park
3968,I173467,C213392,Clothing,1,300.08,25-05-2021,Mall of Istanbul
3969,I306015,C138232,Cosmetics,3,121.98,07-03-2021,Kanyon
3970,I545654,C836878,Food & Beverage,4,20.92,15-08-2022,Kanyon
3971,I158384,C982867,Clothing,2,600.16,21-07-2021,Mall of Istanbul
3972,I142003,C138877,Toys,3,107.52,29-12-2022,Forum Istanbul
3973,I293771,C313207,Toys,3,107.52,17-07-2021,Zorlu Center
3974,I477101,C143665,Souvenir,3,35.19,03-08-2022,Forum Istanbul
3975,I447913,C335008,Cosmetics,4,162.64,23-10-2021,Mall of Istanbul
3976,I979153,C288811,Technology,4,4200.0,14-01-2022,Kanyon
3977,I288084,C619978,Shoes,2,1200.34,29-08-2021,Kanyon
3978,I768380,C907586,Clothing,1,300.08,07-02-2022,Viaport Outlet
3979,I335847,C137026,Food & Beverage,1,5.23,07-08-2022,Mall of Istanbul
3980,I298502,C946714,Clothing,4,1200.32,27-01-2023,Mall of Istanbul
3981,I528868,C108614,Toys,1,35.84,04-10-2022,Emaar Square Mall
3982,I217159,C607903,Clothing,2,600.16,30-01-2023,Mall of Istanbul
3983,I342740,C285875,Cosmetics,3,121.98,18-01-2023,Kanyon
3984,I378817,C280398,Toys,1,35.84,18-02-2022,Kanyon
3985,I233655,C183247,Clothing,4,1200.32,11-11-2021,Forum Istanbul
3986,I495637,C306435,Food & Beverage,4,20.92,12-02-2023,Zorlu Center
3987,I264760,C334676,Toys,3,107.52,27-06-2022,Metrocity
3988,I534258,C237451,Shoes,1,600.17,09-12-2021,Mall of Istanbul
3989,I228747,C151977,Shoes,4,2400.68,07-09-2022,Forum Istanbul
3990,I163770,C262381,Cosmetics,1,40.66,31-10-2021,Mall of Istanbul
3991,I143916,C106954,Clothing,1,300.08,25-08-2022,Istinye Park
3992,I158657,C309804,Cosmetics,2,81.32,20-06-2021,Mall of Istanbul
3993,I494794,C272762,Clothing,1,300.08,18-08-2021,Kanyon
3994,I318268,C412976,Souvenir,1,11.73,11-05-2022,Kanyon
3995,I941039,C256457,Clothing,4,1200.32,20-01-2023,Istinye Park
3996,I210732,C290210,Food & Beverage,4,20.92,12-02-2023,Istinye Park
3997,I283789,C299917,Cosmetics,1,40.66,17-05-2021,Kanyon
3998,I799795,C197636,Books,4,60.6,30-03-2022,Kanyon
3999,I300649,C128730,Shoes,1,600.17,07-06-2021,Mall of Istanbul
4000,I884632,C609891,Shoes,3,1800.51,26-05-2021,Kanyon
4001,I280147,C240308,Cosmetics,1,40.66,06-12-2021,Mall of Istanbul
4002,I239751,C797865,Clothing,1,300.08,19-10-2022,Zorlu Center
4003,I320720,C216338,Clothing,5,1500.4,23-08-2021,Metrocity
4004,I204044,C292194,Cosmetics,2,81.32,26-04-2021,Kanyon
4005,I246989,C272145,Clothing,3,900.24,23-12-2021,Zorlu Center
4006,I288760,C173844,Clothing,4,1200.32,29-04-2021,Emaar Square Mall
4007,I214591,C260107,Cosmetics,3,121.98,02-02-2021,Istinye Park
